IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.19.141.250,4,2,0.50,236.84,0.00
104.19.130.242,4,2,0.50,236.98,0.00
104.19.138.31,4,2,0.50,237.06,0.00
172.66.201.145,4,2,0.50,237.60,0.00
104.19.0.176,4,2,0.50,237.69,0.00
104.24.39.140,4,2,0.50,237.89,0.00
104.25.152.20,4,2,0.50,237.95,0.00
104.19.116.12,4,2,0.50,237.99,0.00
104.24.204.52,4,2,0.50,238.04,0.00
162.159.1.186,4,2,0.50,238.08,0.00
104.24.210.51,4,2,0.50,238.11,0.00
104.25.154.247,4,2,0.50,238.13,0.00
104.25.204.54,4,2,0.50,238.20,0.00
104.25.168.62,4,2,0.50,238.39,0.00
104.21.200.110,4,2,0.50,238.84,0.00
104.25.55.118,4,2,0.50,239.01,0.00
172.67.100.20,4,2,0.50,239.09,0.00
104.25.203.24,4,2,0.50,239.14,0.00
104.19.103.175,4,2,0.50,239.30,0.00
104.19.133.59,4,2,0.50,239.41,0.00
104.21.101.77,4,2,0.50,239.44,0.00
172.67.138.225,4,2,0.50,239.48,0.00
104.25.238.91,4,2,0.50,239.80,0.00
104.25.88.12,4,2,0.50,241.46,0.00
172.66.129.164,4,2,0.50,242.46,0.00
104.18.41.220,4,2,0.50,242.78,0.00
172.67.113.31,4,2,0.50,242.78,0.00
104.25.137.45,4,2,0.50,243.31,0.00
104.24.147.233,4,2,0.50,243.48,0.00
104.19.140.93,4,2,0.50,243.92,0.00
172.67.141.215,4,2,0.50,244.72,0.00
172.65.148.127,4,2,0.50,245.80,0.00
172.67.143.143,4,2,0.50,245.84,0.00
172.67.137.251,4,2,0.50,248.71,0.00
172.65.158.63,4,2,0.50,250.35,0.00
172.67.134.179,4,2,0.50,270.86,0.00
172.67.197.130,4,2,0.50,273.03,0.00
104.17.118.201,4,1,0.75,56.37,0.00
104.17.107.23,4,1,0.75,57.02,0.00
104.17.130.189,4,1,0.75,58.06,0.00
104.17.193.61,4,1,0.75,58.82,0.00
104.17.115.152,4,1,0.75,59.08,0.00
104.18.224.1,4,1,0.75,59.23,0.00
104.18.168.22,4,1,0.75,59.40,0.00
104.17.195.61,4,1,0.75,60.26,0.00
104.18.175.35,4,1,0.75,60.29,0.00
172.64.153.174,4,1,0.75,60.36,0.00
104.17.52.111,4,1,0.75,60.77,0.00
104.17.142.17,4,1,0.75,60.90,0.00
104.17.116.133,4,1,0.75,61.07,0.00
104.17.207.36,4,1,0.75,62.36,0.00
104.17.50.67,4,1,0.75,62.64,0.00
104.18.152.41,4,1,0.75,63.72,0.00
104.17.183.172,4,1,0.75,65.09,0.00
104.19.62.143,4,1,0.75,130.79,0.00
104.19.61.138,4,1,0.75,130.91,0.00
104.19.32.207,4,1,0.75,130.94,0.00
104.19.52.132,4,1,0.75,131.40,0.00
104.19.39.201,4,1,0.75,132.25,0.00
104.19.54.94,4,1,0.75,132.38,0.00
104.19.59.235,4,1,0.75,133.01,0.00
104.19.57.103,4,1,0.75,133.19,0.00
104.19.63.162,4,1,0.75,133.23,0.00
104.19.60.139,4,1,0.75,133.57,0.00
104.19.37.189,4,1,0.75,134.30,0.00
104.19.51.138,4,1,0.75,135.64,0.00
104.19.53.92,4,1,0.75,135.69,0.00
104.19.43.102,4,1,0.75,136.44,0.00
104.19.35.179,4,1,0.75,139.17,0.00
104.17.104.254,4,1,0.75,142.78,0.00
104.17.29.142,4,1,0.75,142.81,0.00
104.17.25.139,4,1,0.75,143.09,0.00
104.17.27.124,4,1,0.75,143.63,0.00
104.16.153.7,4,1,0.75,143.99,0.00
104.17.168.242,4,1,0.75,144.80,0.00
104.17.17.69,4,1,0.75,144.85,0.00
104.17.98.46,4,1,0.75,145.00,0.00
104.17.97.205,4,1,0.75,145.22,0.00
104.16.155.215,4,1,0.75,145.65,0.00
104.17.112.131,4,1,0.75,145.67,0.00
104.17.102.103,4,1,0.75,145.84,0.00
104.17.185.219,4,1,0.75,145.88,0.00
104.17.105.124,4,1,0.75,146.12,0.00
104.19.159.229,4,1,0.75,146.14,0.00
104.17.30.64,4,1,0.75,146.26,0.00
104.17.31.163,4,1,0.75,146.54,0.00
104.16.151.246,4,1,0.75,146.84,0.00
104.17.120.57,4,1,0.75,147.09,0.00
104.17.184.83,4,1,0.75,147.18,0.00
104.17.28.227,4,1,0.75,147.27,0.00
104.19.158.62,4,1,0.75,147.93,0.00
104.17.126.78,4,1,0.75,148.02,0.00
104.16.156.205,4,1,0.75,149.11,0.00
172.64.159.144,4,1,0.75,149.19,0.00
104.17.24.233,4,1,0.75,149.40,0.00
104.17.109.191,4,1,0.75,149.76,0.00
104.17.106.119,4,1,0.75,150.86,0.00
172.67.155.117,4,1,0.75,165.96,0.00
104.18.21.101,4,1,0.75,166.65,0.00
104.18.29.140,4,1,0.75,167.85,0.00
172.67.152.79,4,1,0.75,169.74,0.00
172.65.178.55,4,1,0.75,171.43,0.00
104.18.24.85,4,1,0.75,172.43,0.00
190.93.247.13,4,1,0.75,175.84,0.00
104.18.99.147,4,1,0.75,175.85,0.00
172.67.215.15,4,1,0.75,176.41,0.00
104.16.235.131,4,1,0.75,176.80,0.00
104.17.202.131,4,1,0.75,176.85,0.00
104.19.215.160,4,1,0.75,178.15,0.00
104.17.214.130,4,1,0.75,183.13,0.00
104.17.248.148,4,1,0.75,184.30,0.00
104.18.235.29,4,1,0.75,185.77,0.00
104.17.249.216,4,1,0.75,185.99,0.00
104.18.1.236,4,1,0.75,186.03,0.00
104.18.178.184,4,1,0.75,186.11,0.00
104.18.12.76,4,1,0.75,187.06,0.00
104.17.237.214,4,1,0.75,187.12,0.00
104.18.11.208,4,1,0.75,187.21,0.00
104.17.253.35,4,1,0.75,187.22,0.00
104.18.189.149,4,1,0.75,187.29,0.00
104.17.233.177,4,1,0.75,187.36,0.00
104.18.2.106,4,1,0.75,187.64,0.00
104.18.185.123,4,1,0.75,187.69,0.00
104.18.13.172,4,1,0.75,187.72,0.00
172.66.42.119,4,1,0.75,187.88,0.00
104.17.246.159,4,1,0.75,187.90,0.00
104.17.254.112,4,1,0.75,188.29,0.00
104.18.7.106,4,1,0.75,188.61,0.00
104.17.230.216,4,1,0.75,188.68,0.00
104.17.232.153,4,1,0.75,188.69,0.00
104.18.8.49,4,1,0.75,188.98,0.00
172.67.168.35,4,1,0.75,189.03,0.00
104.18.10.184,4,1,0.75,189.07,0.00
172.67.78.199,4,1,0.75,189.27,0.00
104.17.238.81,4,1,0.75,189.35,0.00
172.66.46.55,4,1,0.75,189.46,0.00
104.18.0.56,4,1,0.75,190.01,0.00
104.18.3.43,4,1,0.75,190.01,0.00
172.66.44.26,4,1,0.75,190.04,0.00
172.66.45.242,4,1,0.75,190.34,0.00
104.17.255.101,4,1,0.75,190.43,0.00
104.17.234.74,4,1,0.75,190.45,0.00
104.19.172.107,4,1,0.75,191.66,0.00
104.17.252.79,4,1,0.75,192.90,0.00
104.18.166.24,4,1,0.75,196.96,0.00
104.19.247.209,4,1,0.75,199.87,0.00
104.18.84.204,4,1,0.75,200.64,0.00
104.20.33.243,4,1,0.75,202.49,0.00
104.18.201.129,4,1,0.75,202.71,0.00
104.19.217.23,4,1,0.75,202.96,0.00
104.19.191.158,4,1,0.75,205.12,0.00
172.67.209.36,4,1,0.75,205.54,0.00
190.93.244.23,4,1,0.75,205.70,0.00
104.19.246.98,4,1,0.75,207.21,0.00
172.66.142.61,4,1,0.75,207.86,0.00
104.17.5.144,4,1,0.75,207.98,0.00
104.16.186.251,4,1,0.75,208.07,0.00
104.18.147.231,4,1,0.75,208.53,0.00
172.67.210.61,4,1,0.75,209.08,0.00
104.17.215.75,4,1,0.75,214.69,0.00
172.65.169.87,4,1,0.75,217.89,0.00
104.18.25.1,4,1,0.75,218.00,0.00
104.24.222.19,4,1,0.75,218.43,0.00
172.66.148.204,4,1,0.75,218.81,0.00
104.25.214.37,4,1,0.75,218.95,0.00
172.66.141.177,4,1,0.75,219.48,0.00
104.25.100.100,4,1,0.75,219.95,0.00
172.65.73.220,4,1,0.75,220.47,0.00
104.18.26.146,4,1,0.75,220.70,0.00
172.67.204.229,4,1,0.75,220.75,0.00
104.25.111.19,4,1,0.75,220.79,0.00
104.24.67.248,4,1,0.75,220.86,0.00
104.25.109.243,4,1,0.75,221.07,0.00
172.65.79.179,4,1,0.75,221.19,0.00
104.25.108.17,4,1,0.75,222.10,0.00
172.66.146.220,4,1,0.75,222.17,0.00
172.66.196.164,4,1,0.75,222.33,0.00
104.18.27.35,4,1,0.75,222.33,0.00
172.65.133.51,4,1,0.75,222.69,0.00
172.65.84.192,4,1,0.75,222.89,0.00
104.25.208.140,4,1,0.75,222.92,0.00
104.18.16.12,4,1,0.75,223.05,0.00
104.18.50.208,4,1,0.75,223.07,0.00
172.65.193.113,4,1,0.75,224.10,0.00
104.17.201.141,4,1,0.75,224.29,0.00
104.18.28.27,4,1,0.75,224.29,0.00
104.25.103.51,4,1,0.75,224.86,0.00
104.19.95.193,4,1,0.75,225.39,0.00
104.19.119.253,4,1,0.75,225.58,0.00
172.65.179.169,4,1,0.75,225.61,0.00
104.19.31.9,4,1,0.75,225.75,0.00
104.25.191.35,4,1,0.75,225.97,0.00
104.19.207.192,4,1,0.75,226.33,0.00
104.18.20.78,4,1,0.75,226.35,0.00
172.65.176.181,4,1,0.75,226.92,0.00
172.65.177.50,4,1,0.75,227.03,0.00
172.65.117.10,4,1,0.75,227.23,0.00
104.25.198.176,4,1,0.75,227.32,0.00
104.25.180.178,4,1,0.75,227.38,0.00
104.16.27.142,4,1,0.75,227.58,0.00
172.67.221.218,4,1,0.75,227.62,0.00
104.18.17.23,4,1,0.75,227.79,0.00
172.65.137.203,4,1,0.75,227.80,0.00
104.25.201.117,4,1,0.75,227.92,0.00
104.25.212.65,4,1,0.75,227.94,0.00
104.19.201.157,4,1,0.75,228.06,0.00
104.25.113.89,4,1,0.75,228.06,0.00
104.17.128.201,4,1,0.75,228.17,0.00
172.66.144.118,4,1,0.75,228.22,0.00
172.66.132.126,4,1,0.75,228.24,0.00
104.18.154.78,4,1,0.75,228.49,0.00
104.25.206.53,4,1,0.75,228.63,0.00
104.20.15.59,4,1,0.75,228.66,0.00
104.24.71.237,4,1,0.75,228.69,0.00
104.24.224.70,4,1,0.75,228.71,0.00
172.64.148.119,4,1,0.75,228.82,0.00
104.18.30.58,4,1,0.75,228.91,0.00
172.65.72.206,4,1,0.75,228.96,0.00
104.25.185.28,4,1,0.75,229.15,0.00
104.20.8.139,4,1,0.75,229.25,0.00
104.25.126.119,4,1,0.75,229.39,0.00
172.66.162.24,4,1,0.75,229.48,0.00
104.25.199.2,4,1,0.75,229.61,0.00
104.25.106.225,4,1,0.75,229.68,0.00
104.25.178.146,4,1,0.75,229.77,0.00
172.66.143.77,4,1,0.75,229.90,0.00
172.67.115.126,4,1,0.75,230.02,0.00
104.25.188.95,4,1,0.75,230.06,0.00
104.25.209.236,4,1,0.75,230.08,0.00
172.66.149.16,4,1,0.75,230.18,0.00
104.25.195.101,4,1,0.75,230.21,0.00
104.25.187.2,4,1,0.75,230.29,0.00
104.25.176.166,4,1,0.75,230.30,0.00
172.67.91.201,4,1,0.75,230.36,0.00
104.20.11.219,4,1,0.75,230.43,0.00
104.25.102.240,4,1,0.75,230.69,0.00
104.18.31.227,4,1,0.75,230.70,0.00
104.25.173.99,4,1,0.75,230.72,0.00
172.65.157.181,4,1,0.75,230.91,0.00
172.66.137.172,4,1,0.75,231.28,0.00
104.18.200.117,4,1,0.75,231.71,0.00
104.25.174.244,4,1,0.75,231.74,0.00
172.66.133.57,4,1,0.75,231.74,0.00
104.25.202.117,4,1,0.75,231.76,0.00
104.25.196.241,4,1,0.75,231.79,0.00
104.19.19.106,4,1,0.75,231.88,0.00
172.65.136.60,4,1,0.75,232.12,0.00
172.66.140.149,4,1,0.75,232.21,0.00
104.19.88.174,4,1,0.75,232.72,0.00
104.17.199.28,4,1,0.75,232.88,0.00
172.66.135.186,4,1,0.75,232.98,0.00
172.66.147.96,4,1,0.75,233.22,0.00
172.67.228.14,4,1,0.75,233.46,0.00
104.24.221.160,4,1,0.75,233.76,0.00
104.18.164.147,4,1,0.75,234.22,0.00
172.65.131.71,4,1,0.75,234.29,0.00
172.65.87.198,4,1,0.75,235.29,0.00
104.24.242.29,4,1,0.75,235.60,0.00
104.25.65.136,4,1,0.75,235.89,0.00
104.20.12.84,4,1,0.75,236.50,0.00
172.67.226.2,4,1,0.75,236.59,0.00
104.25.205.146,4,1,0.75,236.88,0.00
104.25.115.104,4,1,0.75,237.57,0.00
104.19.93.15,4,1,0.75,237.68,0.00
104.19.21.189,4,1,0.75,237.82,0.00
104.19.90.187,4,1,0.75,238.05,0.00
172.66.194.21,4,1,0.75,239.03,0.00
104.18.58.65,4,1,0.75,239.15,0.00
104.24.234.69,4,1,0.75,239.22,0.00
104.18.62.20,4,1,0.75,239.26,0.00
172.65.142.25,4,1,0.75,239.51,0.00
104.25.159.51,4,1,0.75,239.71,0.00
104.25.220.150,4,1,0.75,239.78,0.00
172.66.130.46,4,1,0.75,239.96,0.00
104.25.97.64,4,1,0.75,239.98,0.00
104.25.179.103,4,1,0.75,240.00,0.00
104.18.49.71,4,1,0.75,240.09,0.00
104.25.184.190,4,1,0.75,240.24,0.00
104.25.177.135,4,1,0.75,240.31,0.00
104.19.122.137,4,1,0.75,241.05,0.00
172.65.170.64,4,1,0.75,241.06,0.00
104.16.236.54,4,1,0.75,244.86,0.00
172.67.206.200,4,1,0.75,273.38,0.00
