IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.19.111.138,4,4,0.00,229.29,0.00
104.21.62.86,4,4,0.00,229.29,0.00
188.114.99.106,4,4,0.00,229.30,0.00
198.41.199.149,4,4,0.00,229.30,0.00
104.24.172.163,4,4,0.00,229.33,0.00
104.25.190.139,4,4,0.00,229.36,0.00
104.19.143.185,4,4,0.00,229.37,0.00
104.25.217.193,4,4,0.00,229.37,0.00
104.19.136.149,4,4,0.00,229.40,0.00
172.64.98.149,4,4,0.00,229.42,0.00
172.67.248.174,4,4,0.00,229.42,0.00
162.159.41.253,4,4,0.00,229.44,0.00
172.66.202.157,4,4,0.00,229.47,0.00
104.19.99.111,4,4,0.00,229.51,0.00
172.65.78.23,4,4,0.00,229.53,0.00
104.27.104.236,4,4,0.00,229.54,0.00
104.24.56.138,4,4,0.00,229.54,0.00
172.67.96.43,4,4,0.00,229.59,0.00
104.27.89.120,4,4,0.00,229.65,0.00
104.19.96.167,4,4,0.00,229.65,0.00
104.27.41.119,4,4,0.00,229.69,0.00
172.67.88.88,4,4,0.00,229.70,0.00
104.24.208.7,4,4,0.00,229.71,0.00
104.27.205.104,4,4,0.00,229.77,0.00
104.24.76.46,4,4,0.00,229.78,0.00
104.27.31.161,4,4,0.00,229.80,0.00
104.25.119.50,4,4,0.00,229.82,0.00
104.21.205.238,4,4,0.00,229.84,0.00
172.66.175.3,4,4,0.00,229.84,0.00
104.21.57.84,4,4,0.00,229.86,0.00
104.27.197.95,4,4,0.00,229.88,0.00
172.67.118.180,4,4,0.00,229.90,0.00
104.24.205.57,4,4,0.00,229.91,0.00
104.24.22.132,4,4,0.00,230.00,0.00
198.41.222.240,4,4,0.00,230.07,0.00
172.64.90.49,4,4,0.00,230.08,0.00
104.21.0.56,4,4,0.00,230.10,0.00
104.21.7.248,4,4,0.00,230.10,0.00
104.24.176.18,4,4,0.00,230.10,0.00
162.159.50.244,4,4,0.00,230.13,0.00
172.65.53.40,4,4,0.00,230.16,0.00
162.159.36.223,4,4,0.00,230.18,0.00
172.65.49.11,4,4,0.00,230.19,0.00
172.67.224.164,4,4,0.00,230.22,0.00
104.24.239.44,4,4,0.00,230.22,0.00
104.20.5.30,4,4,0.00,230.22,0.00
172.65.89.7,4,4,0.00,230.23,0.00
104.17.33.87,4,4,0.00,230.24,0.00
172.65.48.69,4,4,0.00,230.25,0.00
104.19.205.217,4,4,0.00,230.27,0.00
162.159.32.248,4,4,0.00,230.29,0.00
104.25.107.194,4,4,0.00,230.33,0.00
172.64.68.177,4,4,0.00,230.34,0.00
172.67.121.193,4,4,0.00,230.34,0.00
162.159.207.99,4,4,0.00,230.34,0.00
104.24.181.234,4,4,0.00,230.37,0.00
104.24.252.248,4,4,0.00,230.43,0.00
104.27.124.242,4,4,0.00,230.44,0.00
104.27.35.87,4,4,0.00,230.44,0.00
104.24.16.189,4,4,0.00,230.45,0.00
104.25.148.65,4,4,0.00,230.47,0.00
104.24.229.120,4,4,0.00,230.49,0.00
104.24.219.138,4,4,0.00,230.50,0.00
104.19.98.128,4,4,0.00,230.50,0.00
104.24.30.130,4,4,0.00,230.51,0.00
104.24.186.125,4,4,0.00,230.52,0.00
104.21.201.70,4,4,0.00,230.54,0.00
104.27.19.215,4,4,0.00,230.55,0.00
104.25.29.4,4,4,0.00,230.57,0.00
104.24.155.40,4,4,0.00,230.57,0.00
104.25.210.102,4,4,0.00,230.60,0.00
104.27.27.22,4,4,0.00,230.61,0.00
172.67.229.201,4,4,0.00,230.61,0.00
104.19.97.195,4,4,0.00,230.63,0.00
104.24.245.41,4,4,0.00,230.66,0.00
172.67.93.184,4,4,0.00,230.69,0.00
104.20.16.146,4,4,0.00,230.74,0.00
104.21.53.134,4,4,0.00,230.77,0.00
104.24.180.221,4,4,0.00,230.82,0.00
104.19.202.146,4,4,0.00,230.90,0.00
104.19.73.39,4,4,0.00,230.90,0.00
198.41.205.224,4,4,0.00,230.90,0.00
172.65.71.113,4,4,0.00,230.94,0.00
162.159.49.204,4,4,0.00,230.95,0.00
172.65.119.106,4,4,0.00,230.98,0.00
104.24.165.60,4,4,0.00,230.98,0.00
104.24.93.176,4,4,0.00,231.00,0.00
162.159.196.38,4,4,0.00,231.08,0.00
172.64.96.217,4,4,0.00,231.13,0.00
104.27.39.81,4,4,0.00,231.16,0.00
104.21.119.88,4,4,0.00,231.16,0.00
104.25.47.117,4,4,0.00,231.16,0.00
104.21.222.59,4,4,0.00,231.20,0.00
104.21.196.196,4,4,0.00,231.21,0.00
162.159.8.210,4,4,0.00,231.22,0.00
108.162.193.57,4,4,0.00,231.22,0.00
172.64.97.106,4,4,0.00,231.26,0.00
162.159.242.189,4,4,0.00,231.28,0.00
172.65.106.249,4,4,0.00,231.30,0.00
104.21.54.49,4,4,0.00,231.33,0.00
104.24.197.140,4,4,0.00,231.35,0.00
104.19.114.94,4,4,0.00,231.36,0.00
104.24.3.207,4,4,0.00,231.37,0.00
104.24.190.139,4,4,0.00,231.49,0.00
104.27.55.106,4,4,0.00,231.52,0.00
104.24.160.92,4,4,0.00,231.54,0.00
162.159.44.153,4,4,0.00,231.60,0.00
198.41.196.4,4,4,0.00,231.61,0.00
172.64.235.123,4,4,0.00,231.65,0.00
104.24.171.91,4,4,0.00,231.66,0.00
104.24.45.80,4,4,0.00,231.67,0.00
104.19.29.229,4,4,0.00,231.68,0.00
188.114.98.69,4,4,0.00,231.69,0.00
172.67.250.29,4,4,0.00,231.70,0.00
172.67.108.96,4,4,0.00,231.72,0.00
198.41.203.48,4,4,0.00,231.73,0.00
104.19.77.61,4,4,0.00,231.76,0.00
104.21.214.100,4,4,0.00,231.79,0.00
104.19.20.139,4,4,0.00,231.84,0.00
104.24.18.60,4,4,0.00,231.84,0.00
104.21.127.218,4,4,0.00,231.85,0.00
104.24.89.251,4,4,0.00,231.88,0.00
104.21.126.136,4,4,0.00,231.90,0.00
104.19.17.89,4,4,0.00,231.91,0.00
104.27.72.136,4,4,0.00,231.91,0.00
104.24.178.146,4,4,0.00,231.92,0.00
104.24.200.199,4,4,0.00,231.93,0.00
104.19.15.178,4,4,0.00,231.93,0.00
172.65.68.219,4,4,0.00,231.94,0.00
104.27.112.6,4,4,0.00,231.95,0.00
172.67.102.98,4,4,0.00,231.96,0.00
104.24.230.7,4,4,0.00,232.00,0.00
173.245.49.69,4,4,0.00,232.02,0.00
172.66.203.226,4,4,0.00,232.03,0.00
172.65.74.200,4,4,0.00,232.03,0.00
104.21.109.241,4,4,0.00,232.04,0.00
104.19.104.72,4,4,0.00,232.05,0.00
104.25.218.190,4,4,0.00,232.06,0.00
104.20.31.82,4,4,0.00,232.07,0.00
104.21.6.243,4,4,0.00,232.11,0.00
104.27.57.199,4,4,0.00,232.17,0.00
104.24.142.58,4,4,0.00,232.19,0.00
172.64.91.69,4,4,0.00,232.23,0.00
172.65.77.245,4,4,0.00,232.24,0.00
172.65.76.51,4,4,0.00,232.26,0.00
104.24.144.190,4,4,0.00,232.27,0.00
104.21.193.236,4,4,0.00,232.28,0.00
162.159.240.104,4,4,0.00,232.29,0.00
172.65.31.19,4,4,0.00,232.30,0.00
172.65.20.228,4,4,0.00,232.31,0.00
104.24.184.170,4,4,0.00,232.32,0.00
104.27.3.171,4,4,0.00,232.34,0.00
173.245.58.97,4,4,0.00,232.35,0.00
104.19.26.27,4,4,0.00,232.38,0.00
172.67.111.140,4,4,0.00,232.42,0.00
104.24.226.39,4,4,0.00,232.49,0.00
104.24.23.217,4,4,0.00,232.50,0.00
172.65.15.199,4,4,0.00,232.61,0.00
172.64.155.35,4,4,0.00,232.62,0.00
172.65.24.140,4,4,0.00,232.64,0.00
104.19.110.20,4,4,0.00,232.64,0.00
104.24.213.29,4,4,0.00,232.67,0.00
104.27.22.12,4,4,0.00,232.70,0.00
104.20.47.237,4,4,0.00,232.71,0.00
162.159.57.221,4,4,0.00,232.73,0.00
162.159.236.74,4,4,0.00,232.75,0.00
104.21.80.252,4,4,0.00,232.79,0.00
162.159.252.57,4,4,0.00,232.82,0.00
104.24.227.218,4,4,0.00,232.85,0.00
104.24.86.91,4,4,0.00,232.86,0.00
104.27.71.170,4,4,0.00,232.86,0.00
104.21.112.177,4,4,0.00,232.87,0.00
104.24.153.186,4,4,0.00,232.87,0.00
104.24.152.107,4,4,0.00,232.92,0.00
104.25.221.175,4,4,0.00,232.96,0.00
172.66.192.223,4,4,0.00,232.98,0.00
172.66.216.162,4,4,0.00,232.98,0.00
104.25.229.68,4,4,0.00,233.01,0.00
104.20.36.149,4,4,0.00,233.05,0.00
172.67.119.46,4,4,0.00,233.07,0.00
172.64.85.211,4,4,0.00,233.09,0.00
172.67.95.18,4,4,0.00,233.22,0.00
141.101.120.164,4,4,0.00,233.27,0.00
172.67.81.99,4,4,0.00,233.27,0.00
172.65.62.151,4,4,0.00,233.28,0.00
104.24.209.16,4,4,0.00,233.28,0.00
104.21.122.8,4,4,0.00,233.37,0.00
104.24.74.12,4,4,0.00,233.41,0.00
104.24.169.150,4,4,0.00,233.42,0.00
104.24.215.14,4,4,0.00,233.47,0.00
104.25.105.26,4,4,0.00,233.47,0.00
162.159.206.192,4,4,0.00,233.50,0.00
162.159.38.213,4,4,0.00,233.56,0.00
172.65.50.102,4,4,0.00,233.57,0.00
104.24.143.22,4,4,0.00,233.58,0.00
172.67.105.119,4,4,0.00,233.65,0.00
172.65.10.21,4,4,0.00,233.72,0.00
104.27.202.184,4,4,0.00,233.73,0.00
104.24.167.95,4,4,0.00,233.75,0.00
172.67.249.118,4,4,0.00,233.77,0.00
172.65.93.7,4,4,0.00,233.78,0.00
198.41.193.166,4,4,0.00,233.78,0.00
162.159.235.21,4,4,0.00,233.80,0.00
172.65.69.54,4,4,0.00,233.94,0.00
104.24.43.11,4,4,0.00,233.95,0.00
172.67.120.46,4,4,0.00,233.96,0.00
172.67.80.238,4,4,0.00,233.98,0.00
162.159.255.42,4,4,0.00,234.05,0.00
104.21.123.248,4,4,0.00,234.07,0.00
104.20.34.22,4,4,0.00,234.15,0.00
172.65.67.245,4,4,0.00,234.17,0.00
162.159.10.187,4,4,0.00,234.18,0.00
104.27.102.195,4,4,0.00,234.20,0.00
104.24.166.214,4,4,0.00,234.21,0.00
104.27.2.233,4,4,0.00,234.27,0.00
104.21.198.9,4,4,0.00,234.29,0.00
172.65.108.216,4,4,0.00,234.33,0.00
104.19.200.242,4,4,0.00,234.35,0.00
172.67.242.244,4,4,0.00,234.36,0.00
104.24.195.124,4,4,0.00,234.37,0.00
141.101.123.53,4,4,0.00,234.38,0.00
104.27.6.104,4,4,0.00,234.42,0.00
104.24.95.253,4,4,0.00,234.47,0.00
172.65.100.125,4,4,0.00,234.53,0.00
172.66.170.65,4,4,0.00,234.56,0.00
104.19.109.177,4,4,0.00,234.70,0.00
104.25.2.101,4,4,0.00,234.73,0.00
104.21.219.189,4,4,0.00,234.77,0.00
104.24.20.221,4,4,0.00,234.78,0.00
104.24.237.114,4,4,0.00,234.80,0.00
172.64.33.82,4,4,0.00,234.81,0.00
104.24.138.108,4,4,0.00,234.82,0.00
104.19.25.173,4,4,0.00,234.84,0.00
104.27.29.11,4,4,0.00,234.90,0.00
104.27.24.190,4,4,0.00,234.95,0.00
104.24.69.65,4,4,0.00,235.08,0.00
104.21.5.54,4,4,0.00,235.12,0.00
172.65.9.229,4,4,0.00,235.12,0.00
104.24.217.192,4,4,0.00,235.18,0.00
104.24.88.119,4,4,0.00,235.19,0.00
172.64.87.80,4,4,0.00,235.27,0.00
104.21.213.1,4,4,0.00,235.30,0.00
104.24.61.54,4,4,0.00,235.36,0.00
104.21.117.174,4,4,0.00,235.42,0.00
104.24.207.169,4,4,0.00,235.42,0.00
172.64.80.68,4,4,0.00,235.43,0.00
104.21.206.188,4,4,0.00,235.44,0.00
104.24.19.217,4,4,0.00,235.45,0.00
104.27.83.35,4,4,0.00,235.46,0.00
104.24.154.106,4,4,0.00,235.48,0.00
104.19.204.144,4,4,0.00,235.50,0.00
172.67.94.216,4,4,0.00,235.51,0.00
172.66.163.43,4,4,0.00,235.54,0.00
104.24.218.56,4,4,0.00,235.61,0.00
104.24.131.205,4,4,0.00,235.66,0.00
172.67.101.30,4,4,0.00,235.79,0.00
104.19.4.32,4,4,0.00,235.87,0.00
104.25.101.221,4,4,0.00,235.90,0.00
172.67.246.58,4,4,0.00,235.95,0.00
104.24.241.224,4,4,0.00,235.95,0.00
172.64.86.162,4,4,0.00,235.96,0.00
172.67.123.109,4,4,0.00,236.06,0.00
162.159.234.32,4,4,0.00,236.14,0.00
172.64.150.116,4,4,0.00,236.15,0.00
104.24.62.167,4,4,0.00,236.16,0.00
172.64.81.140,4,4,0.00,236.19,0.00
104.24.37.118,4,4,0.00,236.21,0.00
104.21.104.99,4,4,0.00,236.21,0.00
104.27.30.95,4,4,0.00,236.30,0.00
104.24.211.198,4,4,0.00,236.44,0.00
104.21.125.190,4,4,0.00,236.54,0.00
104.24.232.37,4,4,0.00,236.61,0.00
104.24.130.178,4,4,0.00,236.66,0.00
104.19.24.8,4,4,0.00,236.68,0.00
104.21.13.103,4,4,0.00,236.73,0.00
104.27.5.212,4,4,0.00,236.77,0.00
104.24.133.78,4,4,0.00,236.90,0.00
172.67.107.252,4,4,0.00,236.93,0.00
104.27.15.207,4,4,0.00,237.07,0.00
104.24.156.152,4,4,0.00,237.09,0.00
172.66.204.28,4,4,0.00,237.14,0.00
162.159.59.87,4,4,0.00,237.43,0.00
172.67.255.57,4,4,0.00,237.64,0.00
104.27.206.6,4,4,0.00,237.69,0.00
104.21.114.226,4,4,0.00,237.72,0.00
172.67.225.75,4,4,0.00,237.75,0.00
104.24.85.112,4,4,0.00,237.93,0.00
104.24.4.20,4,4,0.00,238.07,0.00
104.27.21.105,4,4,0.00,238.10,0.00
104.24.214.182,4,4,0.00,238.25,0.00
104.21.108.131,4,4,0.00,238.44,0.00
104.27.26.190,4,4,0.00,238.71,0.00
104.21.217.81,4,4,0.00,238.79,0.00
104.24.78.233,4,4,0.00,238.80,0.00
104.21.116.214,4,4,0.00,238.84,0.00
104.21.203.223,4,4,0.00,239.16,0.00
104.24.2.144,4,4,0.00,239.23,0.00
104.27.8.184,4,4,0.00,239.44,0.00
104.24.206.192,4,4,0.00,239.52,0.00
172.67.235.47,4,4,0.00,239.55,0.00
104.27.9.224,4,4,0.00,239.63,0.00
104.24.33.117,4,4,0.00,239.70,0.00
104.24.188.19,4,4,0.00,240.03,0.00
162.159.58.192,4,4,0.00,240.28,0.00
104.21.58.127,4,4,0.00,240.86,0.00
104.19.135.67,4,4,0.00,241.11,0.00
172.67.196.59,4,4,0.00,241.86,0.00
104.24.58.225,4,4,0.00,242.43,0.00
104.24.80.6,4,4,0.00,242.44,0.00
172.67.136.216,4,4,0.00,242.47,0.00
104.24.52.162,4,4,0.00,242.48,0.00
172.64.234.217,4,4,0.00,242.60,0.00
104.24.65.159,4,4,0.00,242.98,0.00
104.24.38.3,4,4,0.00,243.22,0.00
172.67.128.119,4,4,0.00,243.58,0.00
104.21.124.110,4,4,0.00,244.20,0.00
162.159.239.34,4,4,0.00,244.32,0.00
104.27.4.99,4,4,0.00,244.40,0.00
172.65.28.236,4,4,0.00,244.86,0.00
104.24.60.209,4,4,0.00,244.90,0.00
172.67.132.0,4,4,0.00,245.42,0.00
104.27.13.20,4,4,0.00,245.80,0.00
104.24.47.252,4,4,0.00,246.52,0.00
104.24.73.115,4,4,0.00,246.92,0.00
104.24.50.161,4,4,0.00,246.93,0.00
104.21.208.189,4,4,0.00,247.05,0.00
172.67.131.172,4,4,0.00,247.64,0.00
108.162.199.203,4,4,0.00,250.16,0.00
172.67.139.208,4,4,0.00,255.36,0.00
172.67.142.139,4,4,0.00,255.58,0.00
172.67.199.58,4,4,0.00,257.33,0.00
172.67.129.137,4,4,0.00,257.34,0.00
172.67.203.246,4,4,0.00,258.17,0.00
172.67.133.30,4,4,0.00,259.53,0.00
172.67.130.139,4,4,0.00,266.93,0.00
172.67.135.125,4,4,0.00,273.89,0.00
162.159.233.158,4,4,0.00,280.72,0.00
162.159.232.171,4,4,0.00,290.45,0.00
162.159.209.108,4,4,0.00,291.89,0.00
172.64.78.24,4,4,0.00,292.88,0.00
104.18.157.59,4,3,0.25,61.40,0.00
104.17.160.76,4,3,0.25,88.27,0.00
104.17.178.8,4,3,0.25,89.71,0.00
104.17.60.21,4,3,0.25,90.10,0.00
104.18.239.63,4,3,0.25,96.44,0.00
104.18.172.200,4,3,0.25,98.30,0.00
104.17.219.71,4,3,0.25,98.78,0.00
108.162.198.40,4,3,0.25,99.42,0.00
104.18.236.22,4,3,0.25,100.50,0.00
104.17.136.68,4,3,0.25,101.19,0.00
104.17.197.170,4,3,0.25,106.13,0.00
104.19.45.155,4,3,0.25,107.16,0.00
104.17.138.187,4,3,0.25,107.86,0.00
104.17.216.242,4,3,0.25,109.16,0.00
104.18.237.54,4,3,0.25,109.90,0.00
104.17.18.62,4,3,0.25,115.82,0.00
104.17.156.132,4,3,0.25,115.83,0.00
104.18.161.175,4,3,0.25,115.89,0.00
104.17.55.91,4,3,0.25,116.13,0.00
104.18.145.203,4,3,0.25,116.60,0.00
104.16.240.166,4,3,0.25,117.37,0.00
104.16.144.78,4,3,0.25,117.47,0.00
104.17.161.38,4,3,0.25,117.47,0.00
104.17.157.143,4,3,0.25,117.63,0.00
104.17.181.214,4,3,0.25,117.64,0.00
104.17.150.116,4,3,0.25,117.75,0.00
104.17.166.53,4,3,0.25,117.86,0.00
104.17.174.71,4,3,0.25,119.20,0.00
104.17.26.5,4,3,0.25,119.78,0.00
104.17.100.85,4,3,0.25,121.02,0.00
104.16.148.55,4,3,0.25,121.25,0.00
104.19.48.248,4,3,0.25,132.63,0.00
104.19.38.232,4,3,0.25,133.27,0.00
104.18.155.207,4,3,0.25,137.92,0.00
104.16.158.190,4,3,0.25,144.40,0.00
198.41.208.63,4,3,0.25,144.95,0.00
104.17.62.92,4,3,0.25,145.21,0.00
104.17.145.124,4,3,0.25,145.63,0.00
172.64.144.181,4,3,0.25,145.75,0.00
104.18.43.210,4,3,0.25,145.85,0.00
104.18.46.114,4,3,0.25,145.87,0.00
104.17.147.122,4,3,0.25,146.08,0.00
172.64.229.209,4,3,0.25,146.17,0.00
104.16.147.161,4,3,0.25,146.20,0.00
104.17.189.148,4,3,0.25,146.42,0.00
104.16.247.206,4,3,0.25,146.43,0.00
104.17.119.198,4,3,0.25,146.76,0.00
104.17.154.234,4,3,0.25,146.86,0.00
104.17.63.220,4,3,0.25,146.91,0.00
104.17.153.240,4,3,0.25,147.12,0.00
104.17.57.215,4,3,0.25,147.33,0.00
104.17.159.67,4,3,0.25,147.51,0.00
172.64.157.252,4,3,0.25,147.52,0.00
104.17.164.81,4,3,0.25,147.54,0.00
104.19.147.25,4,3,0.25,147.55,0.00
162.159.201.200,4,3,0.25,147.60,0.00
104.17.151.169,4,3,0.25,147.76,0.00
104.17.96.228,4,3,0.25,147.79,0.00
104.17.146.52,4,3,0.25,147.84,0.00
104.18.45.37,4,3,0.25,147.99,0.00
104.16.241.71,4,3,0.25,149.92,0.00
104.17.20.170,4,3,0.25,150.27,0.00
104.18.150.87,4,3,0.25,153.91,0.00
104.18.151.185,4,3,0.25,157.17,0.00
104.18.163.49,4,3,0.25,157.28,0.00
104.17.198.177,4,3,0.25,159.34,0.00
104.18.153.170,4,3,0.25,161.25,0.00
104.19.216.212,4,3,0.25,162.19,0.00
190.93.246.89,4,3,0.25,163.69,0.00
104.18.149.147,4,3,0.25,163.94,0.00
172.67.157.45,4,3,0.25,164.71,0.00
104.26.13.150,4,3,0.25,165.17,0.00
104.26.15.35,4,3,0.25,165.19,0.00
172.67.151.53,4,3,0.25,165.30,0.00
172.67.147.90,4,3,0.25,165.39,0.00
104.18.226.65,4,3,0.25,165.50,0.00
104.17.139.165,4,3,0.25,165.64,0.00
104.26.0.162,4,3,0.25,165.81,0.00
172.67.153.71,4,3,0.25,166.09,0.00
172.67.149.196,4,3,0.25,166.65,0.00
162.159.129.104,4,3,0.25,167.20,0.00
104.19.237.40,4,3,0.25,168.52,0.00
172.65.214.65,4,3,0.25,168.77,0.00
104.19.211.7,4,3,0.25,169.46,0.00
104.20.60.82,4,3,0.25,169.57,0.00
104.18.126.1,4,3,0.25,169.74,0.00
104.20.61.44,4,3,0.25,169.85,0.00
104.26.6.248,4,3,0.25,170.69,0.00
172.65.234.133,4,3,0.25,170.70,0.00
172.65.217.56,4,3,0.25,170.85,0.00
172.65.213.5,4,3,0.25,171.04,0.00
172.65.236.61,4,3,0.25,171.35,0.00
104.20.48.98,4,3,0.25,171.36,0.00
104.18.121.170,4,3,0.25,171.67,0.00
104.17.206.173,4,3,0.25,171.93,0.00
104.19.223.10,4,3,0.25,172.44,0.00
104.18.225.174,4,3,0.25,172.66,0.00
104.19.179.213,4,3,0.25,173.45,0.00
104.19.218.186,4,3,0.25,173.84,0.00
104.18.146.41,4,3,0.25,174.30,0.00
104.18.214.240,4,3,0.25,174.44,0.00
162.159.128.51,4,3,0.25,175.69,0.00
162.159.135.185,4,3,0.25,175.92,0.00
104.18.241.106,4,3,0.25,176.46,0.00
104.21.42.87,4,3,0.25,177.29,0.00
104.16.85.65,4,3,0.25,177.87,0.00
162.159.141.227,4,3,0.25,182.72,0.00
104.18.128.254,4,3,0.25,184.96,0.00
104.16.34.111,4,3,0.25,185.02,0.00
104.17.64.71,4,3,0.25,185.52,0.00
104.16.32.254,4,3,0.25,185.75,0.00
104.17.85.33,4,3,0.25,185.99,0.00
104.16.37.44,4,3,0.25,186.14,0.00
104.18.4.44,4,3,0.25,186.16,0.00
104.16.15.97,4,3,0.25,186.34,0.00
104.18.70.19,4,3,0.25,186.41,0.00
104.16.5.94,4,3,0.25,186.46,0.00
104.16.13.24,4,3,0.25,186.50,0.00
172.67.66.158,4,3,0.25,186.58,0.00
104.17.241.211,4,3,0.25,186.70,0.00
172.65.39.129,4,3,0.25,186.85,0.00
172.65.43.77,4,3,0.25,187.05,0.00
104.18.65.200,4,3,0.25,187.22,0.00
104.21.26.162,4,3,0.25,187.29,0.00
104.18.68.111,4,3,0.25,187.31,0.00
104.18.118.177,4,3,0.25,187.49,0.00
104.16.6.108,4,3,0.25,187.53,0.00
104.21.230.74,4,3,0.25,187.59,0.00
172.65.38.21,4,3,0.25,187.66,0.00
172.65.232.140,4,3,0.25,187.76,0.00
104.18.181.135,4,3,0.25,187.76,0.00
104.16.60.19,4,3,0.25,187.81,0.00
172.65.35.212,4,3,0.25,187.92,0.00
104.16.9.161,4,3,0.25,187.93,0.00
104.18.182.22,4,3,0.25,187.99,0.00
104.18.183.245,4,3,0.25,188.01,0.00
104.16.33.95,4,3,0.25,188.05,0.00
104.18.176.24,4,3,0.25,188.08,0.00
104.18.15.123,4,3,0.25,188.11,0.00
104.18.64.141,4,3,0.25,188.17,0.00
172.65.32.40,4,3,0.25,188.19,0.00
104.18.14.43,4,3,0.25,188.21,0.00
104.18.67.83,4,3,0.25,188.26,0.00
172.65.44.137,4,3,0.25,188.39,0.00
104.19.233.38,4,3,0.25,188.43,0.00
104.16.42.88,4,3,0.25,188.45,0.00
104.18.127.113,4,3,0.25,188.52,0.00
104.16.48.55,4,3,0.25,188.54,0.00
104.18.191.66,4,3,0.25,188.55,0.00
172.65.235.26,4,3,0.25,188.55,0.00
104.21.20.120,4,3,0.25,188.55,0.00
104.21.226.1,4,3,0.25,188.56,0.00
104.18.73.165,4,3,0.25,188.66,0.00
104.16.41.213,4,3,0.25,188.68,0.00
162.159.43.239,4,3,0.25,188.87,0.00
104.17.243.163,4,3,0.25,188.89,0.00
104.16.36.144,4,3,0.25,188.89,0.00
104.21.21.30,4,3,0.25,188.91,0.00
104.19.174.19,4,3,0.25,188.92,0.00
104.21.28.114,4,3,0.25,188.93,0.00
104.16.51.157,4,3,0.25,189.03,0.00
104.17.239.87,4,3,0.25,189.04,0.00
104.17.244.134,4,3,0.25,189.06,0.00
172.65.225.134,4,3,0.25,189.07,0.00
104.21.23.213,4,3,0.25,189.16,0.00
104.16.38.127,4,3,0.25,189.18,0.00
104.21.233.96,4,3,0.25,189.21,0.00
104.18.187.80,4,3,0.25,189.23,0.00
104.18.76.146,4,3,0.25,189.24,0.00
104.17.229.17,4,3,0.25,189.38,0.00
172.65.212.85,4,3,0.25,189.42,0.00
104.16.56.191,4,3,0.25,189.45,0.00
104.16.179.68,4,3,0.25,189.50,0.00
104.21.16.37,4,3,0.25,189.64,0.00
104.17.250.58,4,3,0.25,189.66,0.00
172.65.41.194,4,3,0.25,189.73,0.00
104.21.18.153,4,3,0.25,189.73,0.00
104.18.37.159,4,3,0.25,189.74,0.00
104.16.47.232,4,3,0.25,189.76,0.00
172.65.36.97,4,3,0.25,189.84,0.00
104.17.245.116,4,3,0.25,189.96,0.00
172.66.40.229,4,3,0.25,190.00,0.00
104.18.184.38,4,3,0.25,190.03,0.00
104.21.227.34,4,3,0.25,190.11,0.00
172.67.72.204,4,3,0.25,190.16,0.00
104.17.240.126,4,3,0.25,190.52,0.00
104.21.30.40,4,3,0.25,190.62,0.00
104.21.235.122,4,3,0.25,190.66,0.00
104.25.253.189,4,3,0.25,191.06,0.00
104.21.35.81,4,3,0.25,192.25,0.00
104.17.73.11,4,3,0.25,192.30,0.00
104.20.54.136,4,3,0.25,192.56,0.00
104.16.225.168,4,3,0.25,192.97,0.00
104.16.212.239,4,3,0.25,193.19,0.00
104.18.197.170,4,3,0.25,193.67,0.00
104.16.124.239,4,3,0.25,193.91,0.00
104.17.87.49,4,3,0.25,194.13,0.00
104.19.168.69,4,3,0.25,194.26,0.00
104.21.77.103,4,3,0.25,194.43,0.00
104.18.109.55,4,3,0.25,195.17,0.00
104.21.66.254,4,3,0.25,195.32,0.00
104.21.78.107,4,3,0.25,195.59,0.00
172.67.169.109,4,3,0.25,195.61,0.00
104.16.82.119,4,3,0.25,196.11,0.00
104.17.69.239,4,3,0.25,196.39,0.00
172.67.165.27,4,3,0.25,196.41,0.00
104.16.75.177,4,3,0.25,196.53,0.00
104.18.89.40,4,3,0.25,196.69,0.00
104.20.55.219,4,3,0.25,196.90,0.00
172.67.222.213,4,3,0.25,197.08,0.00
172.67.211.98,4,3,0.25,197.09,0.00
172.67.172.94,4,3,0.25,197.11,0.00
104.20.56.4,4,3,0.25,197.28,0.00
104.18.215.114,4,3,0.25,197.37,0.00
172.65.240.224,4,3,0.25,197.40,0.00
104.18.93.199,4,3,0.25,197.42,0.00
104.16.208.190,4,3,0.25,197.63,0.00
104.17.89.29,4,3,0.25,197.93,0.00
104.16.84.228,4,3,0.25,199.23,0.00
104.19.254.249,4,3,0.25,200.36,0.00
104.16.224.47,4,3,0.25,200.76,0.00
104.17.200.45,4,3,0.25,200.94,0.00
104.21.39.32,4,3,0.25,200.97,0.00
104.16.215.189,4,3,0.25,201.04,0.00
104.16.217.41,4,3,0.25,201.24,0.00
104.17.90.203,4,3,0.25,201.71,0.00
104.16.114.39,4,3,0.25,201.72,0.00
104.17.143.224,4,3,0.25,202.02,0.00
104.18.242.32,4,3,0.25,202.04,0.00
172.67.218.225,4,3,0.25,202.25,0.00
172.65.255.102,4,3,0.25,202.62,0.00
104.18.218.208,4,3,0.25,202.69,0.00
104.16.28.135,4,3,0.25,202.78,0.00
172.65.247.206,4,3,0.25,202.80,0.00
104.21.64.157,4,3,0.25,202.93,0.00
104.16.95.0,4,3,0.25,203.14,0.00
104.18.208.150,4,3,0.25,203.60,0.00
104.16.20.240,4,3,0.25,203.67,0.00
104.17.140.212,4,3,0.25,203.72,0.00
104.17.40.144,4,3,0.25,203.76,0.00
104.19.234.94,4,3,0.25,203.88,0.00
